16
946 1677
280 591 270
779 198 713
556 175 627
123 703 403
862 461 842
518 97 413
632 965 68
464 723 260
393 530 101
336 267 737
555 783 897
40 68 426
668 78 613
553 534 773
586 499 690
414 531 612
948 929 941
577 176 671
429 209 364
139 581 291
407 686 278
687 26 828
6 292 130
53 415 23
392 593 37
251 522 798
93 501 554
727 905 979
47 286 388
464 94 326
440 378 744
426 92 673
79 858 232
916 781 936
965 892 171
268 359 473
358 461 908
149 538 490
170 44 249
403 829 39
639 795 832
959 666 76
441 603 775
221 949 826
923 198 338
316 22 822
948 177 466
350 931 571
939 857 5
654 99 748
686 894 952
666 333 368
59 274 65
99 620 380
120 146 390
474 393 512
422 881 463
356 16 133
251 5 140
305 4 979
615 822 36
741 685 351
871 298 267
181 63 405
517 115 783
812 669 177
182 716 588
918 524 729
431 66 583
587 364 681
799 521 371
364 568 60
717 533 895
322 741 298
248 322 758
766 888 488
323 126 471
35 84 596
811 627 279
734 353 615
673 569 714
100 312 472
726 449 23
561 280 201
759 692 468
925 201 136
105 891 462
443 61 307
706 641 4
511 348 233
284 708 791
715 560 495
41 799 296
180 600 897
659 941 756
693 579 174
59 683 587
721 340 506
891 309 583
823 688 556
235 261 826
434 71 738
768 474 334
195 877 91
213 122 512
460 520 373
377 425 692
611 652 204
561 304 454
786 782 748
286 687 774
202 688 212
392 712 520
917 429 987
283 300 883
65 952 654
844 725 30
199 669 391
682 597 644
537 694 36
72 650 574
220 755 832
111 753 799
166 299 948
744 341 854
710 357 567
329 780 382
394 401 8
556 713 606
370 801 21
212 914 108
939 102 690
717 503 164
235 685 889
490 253 617
655 509 803
146 251 317
318 313 898
404 881 43
596 179 562
858 621 305
162 66 921
925 627 219
599 509 984
296 139 181
580 727 64
27 669 109
564 368 983
234 295 11
906 409 391
25 755 187
57 764 89
39 339 545
377 490 25
627 204 15
844 173 567
150 626 873
826 308 178
901 28 226
529 486 654
858 583 718
936 734 798
141 232 60
902 697 643
855 412 552
139 106 221
624 732 858
231 124 492
903 536 158
443 171 800
710 726 275
298 851 326
170 596 492
330 430 221
649 667 934
486 674 47
664 751 901
907 569 41
445 648 111
366 914 589
547 296 438
756 694 107
783 339 196
8 807 713
145 966 907
633 746 329
449 507 770
729 621 221
37 433 336
446 392 330
628 146 851
406 266 272
556 503 126
349 307 528
776 504 221
565 568 399
607 347 421
947 726 594
771 512 491
567 846 638
830 487 233
393 701 74
381 662 870
421 776 315
401 122 471
827 119 5
284 164 403
97 515 702
166 832 437
49 292 485
594 399 432
159 189 621
851 949 188
568 738 899
774 566 190
954 202 90
364 451 898
742 843 192
166 903 753
542 771 852
354 2 439
923 575 550
922 955 932
236 37 702
893 189 385
830 523 245
107 880 1000
266 313 399
128 593 672
475 306 668
502 294 30
954 629 470
960 267 103
392 602 59
41 870 163
486 419 441
821 444 701
167 297 845
299 26 289
898 366 101
106 23 191
197 429 912
30 432 917
349 713 942
146 568 429
694 425 490
280 264 483
47 306 164
259 950 480
33 832 287
319 281 943
304 638 184
627 684 430
459 539 955
409 358 863
948 734 182
870 119 632
242 846 740
829 553 775
469 750 253
257 664 817
78 595 970
879 390 115
680 692 494
486 840 3
393 122 831
449 484 818
442 542 703
884 68 210
828 819 986
517 937 673
396 121 751
780 888 890
442 820 146
611 954 347
9 888 153
63 236 96
479 468 999
909 446 478
858 268 684
28 390 824
606 804 29
203 771 637
64 98 37
731 81 932
541 397 572
40 832 415
816 753 697
669 944 716
327 721 124
894 941 749
507 359 157
295 960 606
218 588 814
891 477 236
756 391 742
794 429 939
641 408 744
914 466 751
665 282 241
466 301 619
532 193 948
487 281 210
663 352 69
640 83 710
567 199 335
56 522 148
768 598 937
741 91 818
237 687 949
381 577 411
596 31 877
46 238 563
340 560 192
540 425 501
904 911 328
320 84 928
796 623 12
191 648 601
421 298 733
300 40 60
722 949 823
52 685 61
928 613 858
513 683 535
210 739 632
174 103 566
576 91 315
347 952 528
90 531 67
926 631 618
591 179 244
405 439 18
699 451 311
444 930 856
25 196 106
428 476 773
711 879 512
452 859 263
9 193 894
784 429 346
446 381 939
153 31 954
942 403 790
212 455 578
140 810 332
809 823 868
927 466 985
152 378 463
684 842 327
374 455 27
248 68 575
102 330 814
473 171 250
69 958 696
944 817 768
880 183 160
105 604 658
465 480 860
767 54 512
697 859 880
246 428 667
438 709 987
873 725 223
677 688 430
710 510 305
98 432 476
909 929 927
915 468 266
688 777 837
493 885 557
679 612 217
788 933 349
32 83 430
318 843 826
104 608 438
29 722 813
16 445 690
223 11 371
459 301 566
875 218 611
826 516 803
761 713 345
753 613 990
750 623 954
52 687 800
485 303 856
170 509 12
779 283 138
533 1 181
951 168 954
815 696 351
653 490 410
695 878 318
961 306 518
761 520 710
584 602 822
417 285 56
173 340 952
27 297 127
473 443 953
656 321 921
366 329 844
260 879 110
847 325 584
813 326 797
701 918 800
815 227 24
92 784 982
567 914 718
665 350 91
120 822 47
750 27 173
530 648 615
619 501 408
902 230 68
252 835 888
155 402 158
254 306 804
873 967 704
291 204 598
538 154 132
266 559 280
163 183 722
964 197 316
599 347 479
543 715 572
816 247 396
134 281 997
859 915 45
323 883 279
738 745 47
889 724 880
184 907 535
666 446 763
598 704 595
539 603 426
821 137 127
678 534 997
623 930 268
502 328 775
396 729 729
209 891 902
769 207 715
96 829 294
929 945 316
207 455 146
461 221 267
480 645 811
251 607 291
645 219 825
151 133 526
751 146 974
319 64 594
834 628 989
711 191 342
198 28 470
383 160 245
115 965 328
902 150 713
776 514 257
273 421 43
499 642 346
821 578 24
421 766 979
519 178 572
625 320 724
372 360 407
325 616 959
350 288 937
596 12 76
645 871 696
211 324 655
956 14 279
282 363 865
68 160 349
559 304 1000
440 731 938
402 347 550
838 492 709
448 533 815
149 397 959
283 69 78
408 788 624
417 336 832
607 554 271
779 384 444
398 247 911
689 554 889
633 607 833
563 111 443
307 110 3
878 647 330
266 55 357
763 97 294
781 33 219
378 122 676
928 847 354
958 736 643
425 132 310
394 794 645
535 365 810
328 472 163
582 860 428
569 67 389
312 125 2
545 429 863
331 151 828
936 748 499
765 101 100
213 564 156
378 538 532
437 445 31
828 170 472
800 54 329
277 268 497
242 71 369
776 484 288
233 636 154
966 774 703
582 741 860
21 965 390
442 381 118
962 569 503
890 365 987
223 493 818
647 718 70
121 587 436
815 336 763
884 669 172
198 84 408
200 393 475
712 763 615
681 431 576
461 105 194
724 71 524
519 793 638
738 594 15
407 590 169
956 33 78
380 61 224
838 782 877
962 270 211
767 748 911
716 339 744
533 736 298
192 451 779
369 84 400
395 362 26
738 387 510
905 258 7
722 416 248
926 925 865
270 832 903
52 845 149
895 487 164
682 708 253
875 311 206
372 357 474
841 572 102
168 562 343
183 932 218
772 422 710
162 274 661
343 850 141
827 738 43
361 540 598
467 71 952
337 378 642
378 63 520
125 688 89
110 246 95
278 861 917
566 741 849
315 640 673
575 774 120
474 575 428
72 318 538
481 536 6
434 405 27
796 97 680
664 227 231
437 655 488
630 546 698
442 314 444
639 681 14
946 75 16
340 362 767
289 571 742
643 316 998
932 321 210
177 190 25
687 648 853
580 932 703
763 220 910
945 827 329
81 219 639
277 313 627
16 658 259
776 481 415
277 383 668
57 775 417
454 581 352
296 615 533
128 677 189
687 861 349
296 853 828
95 824 341
816 58 126
365 376 747
462 479 231
166 503 859
279 735 223
885 405 692
354 14 716
803 438 670
556 835 298
310 183 805
454 408 123
519 568 493
757 431 105
4 454 432
487 746 622
50 291 158
72 398 926
880 374 870
61 903 67
606 851 455
605 231 285
479 158 125
746 314 321
496 20 650
658 251 587
470 835 995
638 49 832
697 68 351
706 608 850
853 189 759
438 807 351
172 27 364
839 891 863
909 768 54
541 683 970
565 370 885
104 573 532
346 203 982
199 947 573
47 337 710
497 149 229
107 856 962
438 675 550
269 582 381
493 521 115
482 255 164
537 155 302
155 729 794
82 911 755
380 65 612
255 528 914
379 348 592
712 841 952
733 702 926
939 763 420
348 872 607
261 954 714
526 562 786
263 929 674
88 572 252
370 243 402
423 844 828
825 15 485
234 171 672
876 888 197
668 173 733
335 617 18
610 637 621
956 452 682
116 292 63
879 451 964
922 33 100
383 309 568
325 367 9
677 514 481
147 867 731
863 123 613
816 640 796
165 319 802
279 886 169
508 656 175
714 116 248
461 927 705
618 610 703
661 134 683
770 860 484
675 338 126
587 456 200
166 664 853
438 187 494
46 712 307
750 764 418
347 266 106
642 394 88
323 487 807
317 79 662
579 760 38
309 303 898
743 636 636
868 330 942
255 931 927
418 750 711
455 64 83
961 746 358
836 860 218
748 22 412
934 320 550
90 122 694
94 446 395
828 334 239
479 555 135
219 779 211
464 718 284
807 667 338
888 678 416
891 267 636
423 117 659
937 350 672
330 126 699
180 783 281
440 410 152
250 796 936
549 50 164
861 532 67
906 52 448
933 42 324
341 740 13
583 327 795
810 244 907
380 456 531
579 807 480
833 935 552
24 618 147
556 854 56
159 17 519
576 591 655
273 366 820
180 677 585
77 514 147
512 545 874
63 637 191
355 940 915
766 712 617
947 962 91
248 27 938
117 219 243
836 15 492
258 786 222
230 507 714
929 946 972
167 144 657
858 710 65
352 763 798
69 154 740
871 425 344
724 540 584
530 862 455
367 796 254
34 770 140
560 105 46
898 651 562
861 671 216
805 418 712
130 857 44
761 663 610
421 434 603
565 403 997
305 165 79
201 506 808
777 465 143
552 841 171
420 316 296
800 610 724
763 285 696
308 685 964
375 744 62
102 616 739
247 597 421
767 408 993
122 50 648
637 598 920
334 376 599
159 553 584
414 745 867
161 691 112
949 736 34
614 948 915
153 611 265
667 91 789
20 569 370
491 690 555
500 263 442
320 690 910
780 593 993
630 582 345
439 472 474
380 454 646
529 231 303
41 904 460
698 745 944
437 430 818
766 297 620
576 474 547
847 670 979
443 457 538
855 230 256
492 727 19
658 672 22
745 127 562
5 573 697
181 346 486
584 344 679
933 346 408
30 186 57
610 311 649
55 109 823
16 652 670
945 241 251
350 940 989
642 552 42
702 167 896
292 429 973
708 348 235
124 222 437
660 777 378
105 340 943
373 519 465
526 616 198
133 770 850
466 535 785
93 787 196
408 467 768
440 881 656
781 801 586
145 354 690
78 635 158
77 393 257
842 135 425
816 420 476
873 537 600
738 594 800
698 948 834
369 630 986
351 308 627
89 257 305
747 531 605
287 178 973
527 488 508
713 475 640
359 806 267
282 888 162
261 700 775
290 941 985
313 546 320
854 380 450
247 684 15
641 814 121
174 912 147
605 267 885
932 643 627
63 440 230
810 840 293
226 146 668
227 806 186
20 906 424
79 716 137
866 456 483
849 667 523
700 383 409
565 889 167
54 297 714
287 925 170
14 384 566
151 307 888
815 347 444
808 456 248
590 523 783
404 59 363
691 155 794
87 502 448
953 144 13
186 99 626
545 296 520
585 613 948
904 153 206
839 607 508
743 415 330
757 565 331
184 768 856
509 686 990
164 322 192
860 773 160
20 891 961
965 935 820
539 773 700
260 247 812
654 362 507
751 570 807
586 599 230
469 226 495
816 326 148
393 631 396
789 746 657
487 339 375
802 939 218
400 254 897
526 382 361
279 933 216
358 21 288
259 495 616
815 167 269
574 726 188
54 431 64
718 142 560
561 938 793
373 279 280
569 957 133
575 189 23
878 494 588
708 885 867
309 28 545
868 209 280
342 470 482
254 230 921
894 87 98
431 126 74
841 342 554
787 90 660
603 805 814
878 586 148
101 842 886
751 65 450
884 934 650
919 886 234
899 903 299
67 640 979
437 24 328
99 168 412
392 285 151
818 370 769
742 695 615
133 363 46
125 229 453
52 157 699
430 595 582
34 104 830
532 342 383
423 813 151
360 242 853
137 757 383
696 330 942
679 626 128
828 410 437
593 447 565
564 160 743
793 213 558
355 679 811
325 564 339
548 303 205
884 775 872
24 770 512
455 641 536
771 320 985
415 177 535
840 411 595
87 275 173
532 392 469
930 858 646
623 784 55
391 843 590
172 377 691
111 140 475
909 23 678
507 594 810
820 101 39
599 901 100
745 77 565
19 417 653
565 51 308
732 350 956
908 591 124
758 939 787
502 554 196
808 38 369
516 659 995
34 506 93
171 568 5
298 293 622
109 450 22
603 115 88
910 547 701
841 41 309
380 746 242
554 811 690
687 557 525
51 174 886
553 956 411
173 449 957
516 847 127
316 620 669
183 617 55
284 171 362
449 818 400
290 809 665
5 295 563
749 90 358
343 501 487
844 353 980
119 690 905
427 392 757
327 762 812
791 221 233
768 143 977
759 426 361
363 228 826
326 492 872
259 726 321
297 299 197
675 762 513
822 711 153
709 46 743
362 858 267
58 799 61
954 670 420
318 734 140
309 160 211
3 547 551
12 5 596
858 708 955
435 315 524
895 960 782
227 750 962
880 810 778
900 417 861
248 87 970
900 808 491
109 183 938
643 419 757
492 347 788
217 351 588
590 403 899
693 890 502
82 481 447
741 351 69
909 854 20
61 98 449
695 880 734
881 783 567
698 592 732
262 56 502
576 697 917
763 903 145
828 50 69
618 899 247
132 909 901
685 282 765
471 965 736
500 864 847
783 653 477
258 561 481
272 925 211
780 659 349
665 3 821
673 855 441
302 686 753
286 808 72
24 416 768
773 255 880
741 555 942
879 19 214
902 348 14
547 421 375
611 97 84
651 514 328
535 841 55
656 13 246
346 194 698
385 495 401
189 211 987
322 49 764
579 471 853
692 919 931
794 10 464
825 327 77
522 486 874
354 428 174
418 275 151
498 132 128
445 224 752
456 799 539
485 741 47
998 1860
851 49 691
309 722 981
36 939 202
469 113 773
663 884 973
668 464 109
172 420 267
814 660 180
873 30 330
655 118 478
144 338 735
312 145 669
475 717 689
633 12 814
182 715 247
175 325 940
125 925 754
920 590 889
588 619 678
793 361 671
340 706 876
47 885 929
212 507 63
825 479 156
762 558 786
941 829 685
254 639 132
148 740 352
737 57 340
150 531 57
612 175 615
944 165 123
513 805 513
446 571 992
829 86 687
445 392 872
302 123 868
872 657 97
146 499 180
274 82 415
186 234 405
672 221 87
995 662 706
666 153 727
938 595 845
121 612 391
859 155 905
975 890 86
826 432 533
921 825 590
360 392 498
918 419 35
880 882 266
977 655 563
21 839 520
818 217 693
623 680 593
396 652 845
411 213 642
800 922 853
233 350 766
535 621 456
613 400 319
890 538 567
47 976 423
646 781 176
569 386 6
525 203 77
911 148 924
449 905 610
888 789 710
238 54 26
2 215 868
595 486 373
512 449 226
263 631 954
290 278 593
967 41 103
393 450 658
463 587 216
326 983 918
326 419 749
54 130 9
768 960 769
245 41 122
680 641 156
695 44 712
730 577 208
428 356 512
750 305 604
426 234 30
560 353 946
946 575 88
109 406 647
541 556 201
281 635 629
702 927 565
391 553 451
964 191 404
99 927 824
36 737 605
515 925 590
653 678 995
798 348 327
156 862 62
702 882 299
950 744 81
778 205 542
785 184 825
684 416 894
390 445 501
14 789 815
488 276 170
498 753 795
913 521 765
797 526 177
906 848 876
270 126 935
857 179 518
444 370 957
544 42 918
444 663 543
67 401 908
385 491 894
787 15 171
362 676 389
471 535 661
723 985 38
681 889 865
606 27 30
837 569 574
434 285 788
234 383 266
239 213 351
738 47 300
819 341 558
325 955 950
79 493 914
130 78 951
308 582 329
454 167 926
121 521 473
674 486 352
984 181 193
389 168 969
874 176 937
705 849 229
641 851 911
77 227 66
575 451 754
26 402 987
13 488 237
177 254 615
268 332 158
215 197 703
954 726 953
829 127 257
274 990 377
820 667 704
763 78 889
141 923 519
618 962 342
610 65 842
598 567 332
232 713 181
85 913 43
310 79 926
432 711 623
261 930 15
983 688 952
361 133 757
434 622 897
373 933 39
763 662 7
720 11 798
637 745 212
591 994 718
54 625 108
79 201 343
536 164 930
497 685 236
216 759 110
236 866 697
990 580 558
77 2 736
713 936 155
881 931 81
309 687 915
4 982 156
107 57 536
878 661 937
118 834 847
317 29 746
32 621 1000
832 785 514
914 828 16
420 288 197
73 799 592
738 183 431
54 702 509
3 211 452
501 658 840
650 256 31
750 411 94
319 344 544
435 830 783
692 324 145
998 309 187
913 318 956
591 554 970
959 462 148
976 153 83
482 500 961
244 607 455
569 900 877
857 658 41
916 920 171
402 503 246
265 236 651
604 660 808
503 298 427
130 428 424
164 732 834
369 796 405
793 530 365
62 523 744
73 271 952
534 990 702
294 444 876
429 320 862
188 64 728
207 601 532
507 270 123
504 348 848
405 873 325
616 317 371
161 482 133
227 380 439
273 71 393
304 861 859
832 625 643
908 687 413
562 860 775
352 518 669
190 806 269
455 173 634
242 791 306
728 313 497
33 934 763
212 205 198
663 908 883
498 917 608
365 198 921
223 952 295
2 649 202
228 967 960
59 241 478
142 177 828
607 944 206
76 557 51
9 743 973
557 507 495
391 992 88
853 317 107
498 883 197
361 456 666
959 847 461
128 360 865
419 296 457
383 792 396
982 739 543
41 967 821
153 26 51
115 119 247
189 377 165
85 260 142
36 205 217
932 625 341
939 404 314
451 370 816
889 201 518
501 941 469
262 333 709
443 847 900
778 734 959
303 626 751
882 435 124
208 348 850
424 562 553
802 480 114
990 444 521
977 630 610
810 798 311
59 48 543
532 115 821
983 993 506
51 894 118
286 622 117
949 232 996
771 462 512
142 758 70
429 667 557
553 304 559
184 268 505
917 475 251
873 276 963
20 74 126
231 857 309
273 936 682
47 344 1
207 262 362
196 514 445
480 857 340
478 154 245
357 485 262
47 985 318
865 1 624
629 84 839
130 308 410
456 343 953
984 236 838
407 253 746
70 811 76
329 935 672
294 523 973
409 398 231
682 565 896
343 362 577
755 486 979
935 454 22
973 617 330
272 655 416
506 268 795
910 515 239
608 584 848
291 529 874
307 976 604
626 724 258
171 213 444
421 587 743
14 690 663
249 585 121
125 205 554
586 750 923
103 667 742
284 57 101
586 960 277
163 374 680
390 419 953
356 193 629
307 281 913
638 370 479
970 42 368
792 155 355
169 752 981
221 968 275
973 729 137
689 148 223
73 216 307
334 198 585
670 565 583
626 285 932
571 462 260
194 64 403
268 549 464
735 167 167
403 327 40
746 55 791
512 634 130
672 765 379
817 316 27
252 79 667
116 536 139
419 588 539
333 740 691
442 532 674
404 931 521
411 990 245
175 810 130
933 555 618
449 994 151
758 177 855
822 648 519
317 740 286
241 878 534
860 386 56
170 717 734
47 141 947
996 684 240
917 247 235
168 77 746
258 760 220
548 484 76
152 106 261
496 545 521
262 649 141
930 635 372
923 53 524
564 543 863
550 98 30
145 916 483
582 29 484
825 626 302
228 899 941
108 875 301
346 661 512
472 613 612
798 339 357
437 48 438
231 209 968
177 324 1000
920 81 433
998 520 862
493 981 596
426 470 847
60 401 571
826 324 147
952 322 722
936 591 498
644 89 77
96 424 139
330 221 628
949 54 421
280 717 193
166 323 709
652 465 472
915 406 93
667 2 480
866 987 819
31 792 434
356 42 373
17 255 679
363 631 519
